Cooler Name,Site Name,Door,Light Intensity,Temperature (°C),Smart Tag Serial Number,Event Date,
QA-Cooler1-5April,Dev Site,Double,0,22.12,0008-0549,4/25/2019 3:27:05 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.76,0008-0509,4/25/2019 3:25:34 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.74,0573,4/25/2019 3:23:24 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.61,0008-0486,4/25/2019 3:22:45 PM,
Test Cooler 3x,Dev Site,Single,0,27.98,0008-0354,4/25/2019 2:42:33 PM,
Test Cooler 3x,Dev Site,Single,0,27.81,0008-0354,4/25/2019 2:12:33 PM,
Test Cooler 3x,Dev Site,Single,0,27.57,0008-0354,4/25/2019 1:42:33 PM,
QA-Cooler3-5April,Dev Site,Double,9,23.7,80152,4/25/2019 1:29:13 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.76,0008-0509,4/25/2019 1:25:34 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.36,0573,4/25/2019 1:23:25 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.7,0008-0486,4/25/2019 1:22:45 PM,
Test Cooler 3x,Dev Site,Single,0,27.31,0008-0354,4/25/2019 1:13:33 PM,
Test Cooler 3x,Dev Site,Single,0,27.11,0008-0354,4/25/2019 12:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,24,24.2,80152,4/25/2019 12:29:14 PM,
QA-Cooler1-5April,Dev Site,Double,10,23.99,0008-0549,4/25/2019 12:27:07 PM,
QA-Cooler2-5April,Dev Site,Double,7,7.21,0008-0509,4/25/2019 12:25:36 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.54,0573,4/25/2019 12:23:25 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.23,0008-0486,4/25/2019 12:22:45 PM,
Test Cooler 3x,Dev Site,Single,0,27.05,0008-0354,4/25/2019 12:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,25,23.83,80152,4/25/2019 11:59:14 AM,
QA-Cooler1-5April,Dev Site,Double,11,23.79,0008-0549,4/25/2019 11:57:06 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.92,0008-0509,4/25/2019 11:55:35 AM,
QA-Cooler1-5April,Dev Site,Double,0,23.4,0573,4/25/2019 11:53:26 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.72,0008-0486,4/25/2019 11:52:45 AM,
Test Cooler 3x,Dev Site,Single,0,27,0008-0354,4/25/2019 11:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,12,23.95,80152,4/25/2019 11:29:14 AM,
QA-Cooler1-5April,Dev Site,Double,2,23.99,0008-0549,4/25/2019 11:27:07 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.65,0008-0509,4/25/2019 11:25:36 AM,
QA-Cooler1-5April,Dev Site,Double,0,23.62,0573,4/25/2019 11:23:26 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.97,0008-0486,4/25/2019 11:22:45 AM,
Test Cooler 3x,Dev Site,Single,0,26.95,0008-0354,4/25/2019 11:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,11,24.28,80152,4/25/2019 10:59:14 AM,
QA-Cooler1-5April,Dev Site,Double,1,24.41,0008-0549,4/25/2019 10:57:07 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.4,0008-0509,4/25/2019 10:55:35 AM,
QA-Cooler1-5April,Dev Site,Double,0,23.91,0573,4/25/2019 10:53:26 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.3,0008-0486,4/25/2019 10:52:45 AM,
Test Cooler 3x,Dev Site,Single,0,26.92,0008-0354,4/25/2019 10:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,8,25.2,80152,4/25/2019 10:29:15 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.25,0008-0549,4/25/2019 10:27:07 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.11,0008-0509,4/25/2019 10:25:36 AM,
QA-Cooler1-5April,Dev Site,Double,0,24.98,0573,4/25/2019 10:23:26 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.99,0008-0486,4/25/2019 10:22:46 AM,
Test Cooler 3x,Dev Site,Single,0,26.89,0008-0354,4/25/2019 10:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,6,25.75,80152,4/25/2019 9:59:14 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.76,0008-0549,4/25/2019 9:57:07 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.04,0008-0509,4/25/2019 9:55:36 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.59,0573,4/25/2019 9:53:26 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.32,0008-0486,4/25/2019 9:52:45 AM,
Test Cooler 3x,Dev Site,Single,0,26.9,0008-0354,4/25/2019 9:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,5,25.99,80152,4/25/2019 9:29:14 AM,
QA-Cooler1-5April,Dev Site,Double,0,26,0008-0549,4/25/2019 9:27:07 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.08,0008-0509,4/25/2019 9:25:36 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.86,0573,4/25/2019 9:23:26 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.29,0008-0486,4/25/2019 9:22:46 AM,
Test Cooler 3x,Dev Site,Single,0,26.9,0008-0354,4/25/2019 9:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,4,26.24,80152,4/25/2019 8:59:15 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.27,0008-0549,4/25/2019 8:57:07 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.23,0008-0509,4/25/2019 8:55:36 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.17,0573,4/25/2019 8:53:27 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.08,0008-0486,4/25/2019 8:52:46 AM,
Test Cooler 3x,Dev Site,Single,0,26.93,0008-0354,4/25/2019 8:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,3,26.6,80152,4/25/2019 8:29:14 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.52,0008-0549,4/25/2019 8:27:07 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.94,0008-0509,4/25/2019 8:25:36 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.43,0573,4/25/2019 8:23:27 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.65,0008-0486,4/25/2019 8:22:46 AM,
Test Cooler 3x,Dev Site,Single,0,27,0008-0354,4/25/2019 8:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,1,26.87,80152,4/25/2019 7:59:15 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.66,0008-0549,4/25/2019 7:57:07 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.23,0008-0509,4/25/2019 7:55:37 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.53,0573,4/25/2019 7:53:27 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.77,0008-0486,4/25/2019 7:52:46 AM,
Test Cooler 3x,Dev Site,Single,0,27.05,0008-0354,4/25/2019 7:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,26.71,80152,4/25/2019 7:29:15 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.54,0008-0549,4/25/2019 7:27:08 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.51,0008-0509,4/25/2019 7:25:36 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.44,0573,4/25/2019 7:23:27 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.17,0008-0486,4/25/2019 7:22:46 AM,
Test Cooler 3x,Dev Site,Single,0,27.1,0008-0354,4/25/2019 7:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,26.42,80152,4/25/2019 6:59:15 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.26,0008-0549,4/25/2019 6:57:08 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.61,0008-0509,4/25/2019 6:55:36 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.13,0573,4/25/2019 6:53:27 AM,
QA-Cooler2-5April,Dev Site,Double,8,7.04,0008-0486,4/25/2019 6:52:46 AM,
Test Cooler 3x,Dev Site,Single,0,27.16,0008-0354,4/25/2019 6:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,26.24,80152,4/25/2019 6:29:15 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.19,0008-0549,4/25/2019 6:27:08 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.04,0008-0509,4/25/2019 6:25:36 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.16,0573,4/25/2019 6:23:27 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.94,0008-0486,4/25/2019 6:22:47 AM,
Test Cooler 3x,Dev Site,Single,0,27.2,0008-0354,4/25/2019 6:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,26.33,80152,4/25/2019 5:59:15 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.24,0008-0549,4/25/2019 5:57:08 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.89,0008-0509,4/25/2019 5:55:36 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.2,0573,4/25/2019 5:53:28 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.68,0008-0486,4/25/2019 5:52:46 AM,
Test Cooler 3x,Dev Site,Single,0,27.26,0008-0354,4/25/2019 5:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,26.54,80152,4/25/2019 5:29:15 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.4,0008-0549,4/25/2019 5:27:08 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.89,0008-0509,4/25/2019 5:25:37 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.24,0573,4/25/2019 5:23:27 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.35,0008-0486,4/25/2019 5:22:47 AM,
Test Cooler 3x,Dev Site,Single,0,27.32,0008-0354,4/25/2019 5:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,26.4,80152,4/25/2019 4:59:16 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.32,0008-0549,4/25/2019 4:57:08 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.63,0008-0509,4/25/2019 4:55:37 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.28,0573,4/25/2019 4:53:28 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.22,0008-0486,4/25/2019 4:52:46 AM,
Test Cooler 3x,Dev Site,Single,0,27.38,0008-0354,4/25/2019 4:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,26.52,80152,4/25/2019 4:29:16 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.37,0008-0549,4/25/2019 4:27:08 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.25,0008-0509,4/25/2019 4:25:37 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.21,0573,4/25/2019 4:23:28 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.83,0008-0486,4/25/2019 4:22:47 AM,
Test Cooler 3x,Dev Site,Single,0,27.44,0008-0354,4/25/2019 4:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,26.49,80152,4/25/2019 3:59:15 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.4,0008-0549,4/25/2019 3:57:09 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.1,0008-0509,4/25/2019 3:55:38 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.33,0573,4/25/2019 3:53:28 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.79,0008-0486,4/25/2019 3:52:47 AM,
Test Cooler 3x,Dev Site,Single,0,27.5,0008-0354,4/25/2019 3:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,26.51,80152,4/25/2019 3:29:16 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.29,0008-0549,4/25/2019 3:27:08 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.8,0008-0509,4/25/2019 3:25:38 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.13,0573,4/25/2019 3:23:28 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.81,0008-0486,4/25/2019 3:22:47 AM,
Test Cooler 3x,Dev Site,Single,0,27.56,0008-0354,4/25/2019 3:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,26.3,80152,4/25/2019 2:59:16 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.17,0008-0549,4/25/2019 2:57:08 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.89,0008-0509,4/25/2019 2:55:37 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.06,0573,4/25/2019 2:53:28 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.38,0008-0486,4/25/2019 2:52:47 AM,
Test Cooler 3x,Dev Site,Single,0,27.64,0008-0354,4/25/2019 2:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,26.12,80152,4/25/2019 2:29:16 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.99,0008-0549,4/25/2019 2:27:09 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.3,0008-0509,4/25/2019 2:25:37 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.9,0573,4/25/2019 2:23:28 AM,
QA-Cooler2-5April,Dev Site,Double,7,6,0008-0486,4/25/2019 2:22:47 AM,
Test Cooler 3x,Dev Site,Single,0,27.69,0008-0354,4/25/2019 2:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,26.03,80152,4/25/2019 1:59:16 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.8,0008-0549,4/25/2019 1:57:09 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.8,0008-0509,4/25/2019 1:55:38 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.65,0573,4/25/2019 1:53:29 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.58,0008-0486,4/25/2019 1:52:47 AM,
Test Cooler 3x,Dev Site,Single,0,27.77,0008-0354,4/25/2019 1:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.87,80152,4/25/2019 1:29:17 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.63,0008-0549,4/25/2019 1:27:09 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.25,0008-0509,4/25/2019 1:25:38 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.49,0573,4/25/2019 1:23:28 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.77,0008-0486,4/25/2019 1:22:47 AM,
Test Cooler 3x,Dev Site,Single,0,27.84,0008-0354,4/25/2019 1:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.57,80152,4/25/2019 12:59:17 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.39,0008-0549,4/25/2019 12:57:09 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.88,0008-0509,4/25/2019 12:55:38 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.3,0573,4/25/2019 12:53:29 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.3,0008-0486,4/25/2019 12:52:48 AM,
Test Cooler 3x,Dev Site,Single,0,27.88,0008-0354,4/25/2019 12:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.32,80152,4/25/2019 12:29:17 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.11,0008-0549,4/25/2019 12:27:10 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.96,0008-0509,4/25/2019 12:25:38 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.06,0573,4/25/2019 12:23:29 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.01,0008-0486,4/25/2019 12:22:48 AM,
Test Cooler 3x,Dev Site,Single,0,27.96,0008-0354,4/25/2019 12:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.03,80152,4/24/2019 11:59:17 PM,
QA-Cooler1-5April,Dev Site,Double,0,24.83,0008-0549,4/24/2019 11:57:10 PM,
QA-Cooler2-5April,Dev Site,Double,6,7,0008-0509,4/24/2019 11:55:39 PM,
QA-Cooler1-5April,Dev Site,Double,0,24.76,0573,4/24/2019 11:53:29 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.93,0008-0486,4/24/2019 11:52:48 PM,
Test Cooler 3x,Dev Site,Single,0,28.02,0008-0354,4/24/2019 11:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,24.78,80152,4/24/2019 11:29:17 PM,
QA-Cooler1-5April,Dev Site,Double,0,24.58,0008-0549,4/24/2019 11:27:10 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.88,0008-0509,4/24/2019 11:25:38 PM,
QA-Cooler1-5April,Dev Site,Double,0,24.5,0573,4/24/2019 11:23:30 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.9,0008-0486,4/24/2019 11:22:48 PM,
Test Cooler 3x,Dev Site,Single,0,28.05,0008-0354,4/24/2019 11:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,24.33,80152,4/24/2019 10:59:18 PM,
QA-Cooler1-5April,Dev Site,Double,0,24.13,0008-0549,4/24/2019 10:57:10 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.7,0008-0509,4/24/2019 10:55:38 PM,
QA-Cooler1-5April,Dev Site,Double,0,24.02,0573,4/24/2019 10:53:29 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.87,0008-0486,4/24/2019 10:52:48 PM,
Test Cooler 3x,Dev Site,Single,0,28.08,0008-0354,4/24/2019 10:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,23.94,80152,4/24/2019 10:29:17 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.76,0008-0549,4/24/2019 10:27:10 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.55,0008-0509,4/24/2019 10:25:38 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.57,0573,4/24/2019 10:23:29 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.11,0008-0486,4/24/2019 10:22:49 PM,
Test Cooler 3x,Dev Site,Single,0,28.16,0008-0354,4/24/2019 10:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,23.68,80152,4/24/2019 9:59:18 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.61,0008-0549,4/24/2019 9:57:10 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.92,0008-0509,4/24/2019 9:55:39 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.35,0573,4/24/2019 9:53:30 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.51,0008-0486,4/24/2019 9:52:48 PM,
Test Cooler 3x,Dev Site,Single,0,28.21,0008-0354,4/24/2019 9:43:33 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.65,0008-0549,4/24/2019 9:27:11 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.28,0008-0509,4/24/2019 9:25:39 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.44,0573,4/24/2019 9:23:29 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.25,0008-0486,4/24/2019 9:22:49 PM,
Test Cooler 3x,Dev Site,Single,0,28.24,0008-0354,4/24/2019 9:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,23.73,80152,4/24/2019 8:59:18 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.67,0008-0549,4/24/2019 8:57:11 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.03,0008-0509,4/24/2019 8:55:39 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.49,0573,4/24/2019 8:53:30 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.85,0008-0486,4/24/2019 8:52:49 PM,
Test Cooler 3x,Dev Site,Single,0,28.29,0008-0354,4/24/2019 8:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,23.76,80152,4/24/2019 8:29:18 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.73,0008-0549,4/24/2019 8:27:11 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.68,0008-0509,4/24/2019 8:25:39 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.55,0573,4/24/2019 8:23:30 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.82,0008-0486,4/24/2019 8:22:49 PM,
Test Cooler 3x,Dev Site,Single,0,28.31,0008-0354,4/24/2019 8:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,23.83,80152,4/24/2019 7:59:18 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.79,0008-0549,4/24/2019 7:57:10 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.81,0008-0509,4/24/2019 7:55:40 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.55,0573,4/24/2019 7:53:30 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.41,0008-0486,4/24/2019 7:52:49 PM,
Test Cooler 3x,Dev Site,Single,0,28.41,0008-0354,4/24/2019 7:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,23.92,80152,4/24/2019 7:29:18 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.8,0008-0549,4/24/2019 7:27:11 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.28,0008-0509,4/24/2019 7:25:39 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.54,0573,4/24/2019 7:23:30 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.26,0008-0486,4/24/2019 7:22:49 PM,
Test Cooler 3x,Dev Site,Single,0,28.48,0008-0354,4/24/2019 7:13:33 PM,
Test Cooler 3x,Dev Site,Single,0,28.72,0008-0354,4/24/2019 6:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,23.92,80152,4/24/2019 6:29:18 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.89,0008-0549,4/24/2019 6:27:11 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.79,0008-0509,4/24/2019 6:25:39 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.72,0573,4/24/2019 6:23:30 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.76,0008-0486,4/24/2019 6:22:48 PM,
Test Cooler 3x,Dev Site,Single,0,28.73,0008-0354,4/24/2019 6:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,24.01,80152,4/24/2019 5:59:18 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.96,0008-0549,4/24/2019 5:57:11 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.68,0008-0509,4/24/2019 5:55:39 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.74,0573,4/24/2019 5:53:30 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.23,0008-0486,4/24/2019 5:52:49 PM,
Test Cooler 3x,Dev Site,Single,0,28.6,0008-0354,4/24/2019 5:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,24.13,80152,4/24/2019 5:29:18 PM,
QA-Cooler1-5April,Dev Site,Double,0,24.01,0008-0549,4/24/2019 5:27:10 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.12,0008-0509,4/24/2019 5:25:40 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.67,0573,4/24/2019 5:23:30 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.55,0008-0486,4/24/2019 5:22:49 PM,
Test Cooler 3x,Dev Site,Single,0,28.39,0008-0354,4/24/2019 5:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,14,24.13,80152,4/24/2019 4:59:19 PM,
QA-Cooler1-5April,Dev Site,Double,3,23.98,0008-0549,4/24/2019 4:57:12 PM,
QA-Cooler2-5April,Dev Site,Double,7,7.35,0008-0509,4/24/2019 4:55:41 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.57,0573,4/24/2019 4:53:31 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.12,0008-0486,4/24/2019 4:52:50 PM,
Test Cooler 3x,Dev Site,Single,0,28.14,0008-0354,4/24/2019 4:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,14,24.2,80152,4/24/2019 4:29:20 PM,
QA-Cooler1-5April,Dev Site,Double,3,24.13,0008-0549,4/24/2019 4:27:12 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.89,0008-0509,4/24/2019 4:25:41 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.87,0573,4/24/2019 4:23:31 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.97,0008-0486,4/24/2019 4:22:50 PM,
Test Cooler 3x,Dev Site,Single,0,27.68,0008-0354,4/24/2019 4:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,1,24.41,80152,4/24/2019 3:59:20 PM,
QA-Cooler1-5April,Dev Site,Double,0,24.32,0008-0549,4/24/2019 3:57:11 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.79,0008-0509,4/24/2019 3:55:41 PM,
QA-Cooler1-5April,Dev Site,Double,0,24.08,0573,4/24/2019 3:53:31 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.4,0008-0486,4/24/2019 3:52:50 PM,
Test Cooler 3x,Dev Site,Single,0,27.27,0008-0354,4/24/2019 3:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,2,24.24,80152,4/24/2019 3:29:19 PM,
QA-Cooler1-5April,Dev Site,Double,0,24.09,0008-0549,4/24/2019 3:27:11 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.07,0008-0509,4/24/2019 3:25:40 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.72,0573,4/24/2019 3:23:31 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.53,0008-0486,4/24/2019 3:22:50 PM,
Test Cooler 3x,Dev Site,Single,0,26.92,0008-0354,4/24/2019 3:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,5,24.16,80152,4/24/2019 2:59:19 PM,
QA-Cooler1-5April,Dev Site,Double,0,24.02,0008-0549,4/24/2019 2:57:11 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.28,0008-0509,4/24/2019 2:55:40 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.81,0573,4/24/2019 2:53:31 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.04,0008-0486,4/24/2019 2:52:49 PM,
Test Cooler 3x,Dev Site,Single,0,26.62,0008-0354,4/24/2019 2:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,6,23.8,80152,4/24/2019 2:29:19 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.73,0008-0549,4/24/2019 2:27:12 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.72,0008-0509,4/24/2019 2:25:40 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.48,0573,4/24/2019 2:23:31 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.81,0008-0486,4/24/2019 2:22:50 PM,
Test Cooler 3x,Dev Site,Single,0,26.52,0008-0354,4/24/2019 2:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,8,23.76,80152,4/24/2019 1:59:19 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.7,0008-0549,4/24/2019 1:57:12 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.68,0008-0509,4/24/2019 1:55:40 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.24,0573,4/24/2019 1:53:31 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.33,0008-0486,4/24/2019 1:52:50 PM,
Test Cooler 3x,Dev Site,Single,0,26.4,0008-0354,4/24/2019 1:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,9,23.96,80152,4/24/2019 1:29:20 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.86,0008-0549,4/24/2019 1:27:12 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.28,0008-0509,4/24/2019 1:25:40 PM,
